i,U,K,Px,Py,Pz,Ne
285,-264547893.26301742,196403968.06375405,1022.6976411418304,1788.3751086872026,471.3241653480519,18.0
286,-263015836.80124116,194944996.9445284,1022.6976411821748,1788.3751086871457,471.32416534966507,18.0
287,-261139200.0236028,193146872.31280583,1022.6976411804031,1788.3751086872442,471.3241653483697,18.0
288,-258942754.6356613,191019749.699732,1022.6976411893037,1788.3751086874215,471.32416534823295,18.0
289,-256459197.20033884,188608099.98589998,1022.6976412012162,1788.3751086874336,471.3241653480692,18.0
290,-253726024.65118545,185984322.25850686,1022.6976411796712,1788.3751086872257,471.3241653482943,18.0
291,-250777310.87918502,183126704.00433382,1022.6976411673068,1788.3751086871755,471.3241653483405,18.0
292,-247653498.08641225,180052233.40355274,1022.6976411922051,1788.3751086873526,471.3241653482847,18.0
293,-244391895.19763717,176857272.24903056,1022.6976411931757,1788.3751086871998,471.3241653485094,18.0
294,-241027045.38018137,173587540.2825673,1022.6976411827027,1788.3751086871582,471.3241653485899,18.0
295,-237594599.44558486,170227238.8131624,1022.697641191483,1788.3751086871573,471.32416534813547,18.0
296,-234125103.4183184,166847492.05886763,1022.6976411793717,1788.3751086871753,471.32416534879815,18.0
297,-230648065.04912305,163432596.52997702,1022.697641159557,1788.375108687277,471.3241653477673,18.0
298,-227192202.47877246,160048363.61633247,1022.6976411921258,1788.3751086871277,471.3241653485816,18.0
299,-223772997.2628164,156712001.1848817,1022.6976411681444,1788.3751086871905,471.3241653481973,18.0
300,-220409453.00527045,153494733.43564105,1022.6976411693721,1788.3751086871848,471.3241653476224,18.0
301,-217116137.49503708,150258045.36483577,1022.6976411660063,1788.3751086871603,471.32416534836995,18.0
302,-213904379.86752152,147127916.68620917,1022.6976411829714,1788.3751086872112,471.3241653484519,18.0
303,-210780993.02905902,144035063.66136652,1022.6976412008809,1788.3751086873351,471.32416534810085,18.0
304,-207750564.84770235,141034172.81846312,1022.6976411779773,1788.3751086871991,471.3241653483312,18.0
305,-204818165.6527026,138120247.0080839,1022.6976411755767,1788.3751086872696,471.3241653485911,18.0
306,-201983470.89416605,135304808.98619473,1022.6976411698888,1788.3751086872692,471.32416534820493,18.0
307,-199247334.4336086,132586989.87528746,1022.6976411504227,1788.375108687131,471.3241653482899,18.0
308,-196610173.71352726,129969521.00679137,1022.6976411753766,1788.3751086871234,471.324165348577,18.0
309,-194071350.45592687,127461126.5856518,1022.6976411898548,1788.3751086872128,471.3241653485023,18.0
310,-191628591.76691723,125049707.84647423,1022.6976411920366,1788.3751086871407,471.32416534824847,18.0
311,-189280720.4576013,122743839.15559307,1022.6976411846314,1788.375108687169,471.3241653487405,18.0
312,-187025524.04671186,120509470.19923571,1022.6976411834405,1788.375108687125,471.32416534852746,18.0
313,-184861160.18655965,118354397.09600967,1022.6976411819255,1788.3751086871534,471.3241653483112,20.0
314,-182779708.03084219,116291483.3615941,1022.697641172432,1788.3751086872035,471.32416534834425,20.0
315,-180787587.43940282,114449160.03884785,1022.6976411893552,1788.375108687539,471.3241653492193,20.0
316,-178877230.1846057,112419174.29941085,1022.6976411832125,1788.3751086869365,471.3241653482572,22.0
317,-177046075.56508633,110621434.06312944,1022.6976411821178,1788.3751086875127,471.3241653484277,22.0
318,-175292903.46885324,108882717.07967694,1022.697641180569,1788.3751086869945,471.32416534836125,22.0
319,-173614283.35229412,107402363.51531433,1022.6976411842384,1788.375108687133,471.3241653485463,23.0
320,-172005885.94668078,105631236.53330874,1022.6976411794911,1788.3751086866732,471.32416534845925,24.0
321,-170466558.1577816,104104123.17566264,1022.6976411823522,1788.3751086872114,471.32416534846175,24.0
322,-168993870.39914596,102652001.10649666,1022.6976411819086,1788.3751086871655,471.32416534851376,24.0
323,-167585723.00883725,101249353.82338835,1022.6976411793214,1788.375108687199,471.32416534823506,24.0
324,-166239815.11737916,99912143.05586834,1022.6976411806047,1788.3751086873333,471.324165348512,24.0
325,-164953793.96669793,98636095.7378873,1022.6976411871162,1788.375108687385,471.32416534841883,24.0
326,-163725139.00116745,97446946.01470642,1022.6976411849628,1788.375108686961,471.3241653485242,24.0
327,-162552623.98195058,96362256.45947818,1022.6976411801579,1788.3751086873617,471.3241653483738,24.0
328,-161434143.22303024,95258077.66299154,1022.6976411821327,1788.3751086874872,471.3241653484083,24.0
329,-160367508.91527614,94213232.46760103,1022.6976411818421,1788.3751086869765,471.3241653483494,24.0
330,-159351172.34796855,93230348.17654395,1022.6976411818179,1788.3751086874147,471.3241653483931,24.0
331,-158384721.77363646,92279095.70898852,1022.6976411815403,1788.3751086872394,471.32416534839706,24.0
332,-157466847.94488305,91378290.34139204,1022.6976411816869,1788.3751086871778,471.3241653484141,24.0
333,-156595924.6257956,90517392.2694589,1022.6976411818612,1788.3751086874397,471.32416534829105,24.0
334,-155771097.1723269,89709277.17068964,1022.6976411818897,1788.3751086875009,471.32416534827905,24.0
335,-154990497.8705992,88950031.23331164,1022.6976411818578,1788.3751086871234,471.3241653484214,24.0
336,-154255160.64794385,88242712.68705858,1022.6976411810735,1788.3751086873247,471.3241653483023,24.0
337,-153562558.38636753,87557036.07437384,1022.6976411829615,1788.3751086866887,471.3241653483131,24.0
338,-152912263.08131632,86913176.83144957,1022.6976411814137,1788.3751086876139,471.32416534828764,24.0
339,-152305230.7812746,86319530.13365375,1022.697641180143,1788.3751086871541,471.32416534836284,24.0
340,-151740257.60315055,85804414.9775981,1022.6976411840366,1788.3751086876007,471.32416534836204,24.0
341,-151217109.18855387,85288997.77674277,1022.697641181454,1788.375108687699,471.32416534842093,24.0
342,-150735264.35679656,84816055.83542542,1022.6976411806368,1788.3751086868629,471.32416534835096,24.0
343,-150294249.25507542,84386005.4399378,1022.6976411833389,1788.3751086866432,471.3241653483986,24.0
344,-149894241.7231992,83992226.83434029,1022.697641181044,1788.3751086870823,471.324165348388,24.0
345,-149534826.7715869,83646618.07735823,1022.6976411838999,1788.3751086870352,471.3241653483884,24.0
346,-149215230.1094906,83336632.53260496,1022.6976411848522,1788.3751086871248,471.3241653485253,24.0
347,-148936219.6584431,83059871.49199745,1022.6976411813253,1788.3751086875802,471.3241653485575,24.0
348,-148696369.42342705,82821887.70798527,1022.6976411890487,1788.3751086870532,471.32416534827775,24.0
349,-148496610.93904188,82626885.47723049,1022.6976411761538,1788.3751086871082,471.3241653483543,24.0
350,-148335366.71055746,82469175.49191733,1022.6976411768375,1788.3751086870489,471.32416534850984,24.0
351,-148213406.49675953,82350686.15175249,1022.6976411774332,1788.3751086868115,471.3241653483437,24.0
352,-148129742.3576962,82275012.5477385,1022.6976411881245,1788.375108687031,471.3241653484352,24.0
353,-148083436.95241386,82249830.52471994,1022.6976411812451,1788.3751086865982,471.32416534841866,24.0
354,-148074518.11402896,82247224.00268167,1022.6976411818719,1788.3751086874786,471.3241653484483,24.0
355,-148101422.71745747,82279398.9012484,1022.697641182603,1788.375108687191,471.3241653483495,24.0
356,-148163089.73304585,82356338.03580752,1022.6976411804285,1788.37510868725,471.3241653484467,24.0
357,-148258481.67791343,82460701.61564723,1022.6976411773215,1788.375108687203,471.32416534850296,24.0
358,-148384740.82144058,82592477.09901364,1022.6976411771584,1788.3751086871616,471.32416534860164,24.0
359,-148540590.4138397,82753861.9159143,1022.6976411823798,1788.375108687097,471.32416534850694,24.0
360,-148723865.00057057,82946400.08050887,1022.6976411768682,1788.3751086876584,471.32416534858015,24.0
361,-148930887.96514058,83159592.44987522,1022.6976411770405,1788.3751086868351,471.3241653484683,24.0
362,-149159955.5278747,83390609.4585714,1022.6976411792582,1788.375108687059,471.3241653484489,24.0
363,-149406196.24684584,83646016.35209665,1022.6976411720931,1788.3751086873942,471.32416534850665,24.0
364,-149666587.72388217,83927915.71478885,1022.6976411825126,1788.3751086871694,471.32416534844367,24.0
365,-149937091.41508052,84239158.2343923,1022.6976411892798,1788.3751086873326,471.32416534833754,24.0
366,-150213377.62510318,84542070.4370483,1022.6976411813977,1788.3751086870038,471.32416534832424,24.0
367,-150492687.88900357,84831906.45550768,1022.6976411767866,1788.375108687408,471.3241653485284,24.0
368,-150773349.5999538,85138649.44797465,1022.6976411792925,1788.375108687048,471.3241653485386,24.0
369,-151052480.8406467,85432185.71398222,1022.6976411881568,1788.375108687302,471.3241653483974,24.0
370,-151325343.03950146,85712699.79310822,1022.6976411766617,1788.3751086872883,471.3241653484473,24.0
371,-151590461.9218147,86011079.83609316,1022.6976411805691,1788.3751086872019,471.3241653484226,24.0
372,-151846054.487372,86341105.16108829,1022.6976411839566,1788.3751086873476,471.3241653484401,24.0
373,-152087930.86142108,86598604.92546393,1022.6976411771033,1788.3751086871096,471.3241653484731,24.0
374,-152314111.5065311,86833521.05338676,1022.6976411791569,1788.37510868743,471.3241653483485,24.0
375,-152523403.14606768,87052176.82705519,1022.6976411807581,1788.3751086873165,471.32416534852496,24.0
376,-152712420.18783247,87259310.15630312,1022.6976411785905,1788.3751086874067,471.324165348562,24.0
377,-152878657.56231546,87470241.37026708,1022.6976411795131,1788.3751086869331,471.3241653483364,24.0
378,-153018946.66328683,87658560.85768153,1022.6976411780485,1788.375108687552,471.32416534850336,24.0
379,-153130925.6126491,87861047.7205944,1022.6976411779261,1788.3751086872637,471.324165348639,24.0
380,-153215302.4967485,87982020.76891935,1022.6976411839454,1788.3751086872262,471.3241653484958,24.0
381,-153272344.2658022,88053552.7766979,1022.6976411782155,1788.3751086869026,471.3241653483738,24.0
382,-153302453.1672807,88110438.21652861,1022.6976411815015,1788.3751086871976,471.32416534837125,24.0
383,-153306522.243172,88171435.3963228,1022.6976411810363,1788.3751086874622,471.3241653483818,24.0
384,-153286461.10089716,88171380.2655426,1022.6976411832269,1788.3751086874465,471.32416534844015,24.0
385,-153243668.3356448,88145550.35521741,1022.6976411809891,1788.375108687253,471.32416534850256,24.0
386,-153179536.63624537,88120153.93645029,1022.6976411806478,1788.3751086871741,471.32416534824324,24.0
387,-153096678.29421803,88110320.1376578,1022.6976411812398,1788.3751086874504,471.32416534844896,24.0
388,-152995692.40114856,88138097.97685905,1022.6976411815816,1788.375108687615,471.3241653483419,24.0
389,-152878642.38323897,88044504.44816782,1022.6976411819974,1788.3751086872921,471.3241653484915,24.0
390,-152747859.57916152,87934181.77623525,1022.6976411817842,1788.3751086871703,471.32416534838,24.0
391,-152604756.27097008,87806389.03777935,1022.6976411818106,1788.3751086865575,471.32416534844754,24.0
392,-152451381.12088624,87667029.7240885,1022.6976411825239,1788.3751086866862,471.324165348448,24.0
393,-152288775.2995426,87526225.36857198,1022.6976411824905,1788.375108687275,471.3241653485057,24.0
394,-152117860.2462528,87368047.78529559,1022.6976411818199,1788.3751086873199,471.3241653483924,24.0
395,-151938628.7565157,87214918.53894377,1022.6976411827335,1788.3751086876307,471.32416534841883,24.0
396,-151753116.75116113,87041623.84605083,1022.6976411837624,1788.3751086872235,471.3241653484778,24.0
397,-151562347.70064792,86867041.1526099,1022.6976411828335,1788.3751086875077,471.3241653483616,24.0
398,-151366719.26993203,86687711.6865077,1022.6976411836772,1788.3751086874188,471.3241653483122,24.0
399,-151167895.78962013,86504993.0554768,1022.6976411851814,1788.3751086869331,471.324165348358,24.0
400,-150966453.44643933,86329641.85680345,1022.6976411743318,1788.3751086875277,471.3241653484818,24.0
