i,U,K,Px,Py,Pz,Ne
279,-70988039.00507681,38687389.05285066,-4244.551162620582,6859.40785592951,-3741.146796334117,107.0
280,-70955362.40510571,38676168.56604085,-4244.5511626206235,6859.407855929537,-3741.1467963340765,107.0
281,-70923469.61535817,38674349.64832512,-4244.551162620642,6859.407855929518,-3741.146796334127,109.0
282,-70890551.22739516,38653685.46122771,-4244.551162620652,6859.407855929562,-3741.1467963341256,109.0
283,-70861046.75415379,38633114.416139714,-4244.551162620648,6859.407855929592,-3741.1467963340506,109.0
284,-70832306.42412126,38615372.54538828,-4244.5511626206435,6859.407855929615,-3741.146796334163,109.0
285,-70805368.04334824,38599075.08939904,-4244.551162620655,6859.407855929721,-3741.1467963341142,109.0
286,-70778078.51399939,38594826.85987503,-4244.551162620631,6859.40785592953,-3741.146796334045,109.0
287,-70750319.4495176,38591258.79538904,-4244.5511626207035,6859.407855929516,-3741.146796334078,109.0
288,-70721772.68249317,38576014.76146525,-4244.551162620684,6859.407855929574,-3741.1467963341506,109.0
289,-70694014.95461036,38580385.87005681,-4244.551162620673,6859.407855929549,-3741.1467963341242,109.0
290,-70667503.1050279,38594491.9492067,-4244.551162620644,6859.407855929608,-3741.1467963340338,109.0
291,-70641391.20105669,38592131.69152548,-4244.551162620673,6859.407855929565,-3741.1467963340533,109.0
292,-70615905.28645065,38625556.40003223,-4244.551162620601,6859.407855929546,-3741.1467963341,109.0
293,-70590956.99231385,38582272.70441044,-4244.551162620614,6859.407855929571,-3741.1467963341447,111.0
294,-70566512.79445647,38569040.20558895,-4244.55116262066,6859.40785592952,-3741.146796334109,111.0
295,-70543920.42473716,38573755.75576588,-4244.551162620625,6859.40785592964,-3741.1467963340283,111.0
296,-70519950.45173734,38597292.70680562,-4244.551162620634,6859.40785592955,-3741.146796334087,111.0
297,-70495356.76370828,38595791.47990642,-4244.551162620626,6859.407855929582,-3741.1467963341506,113.0
298,-70469392.91350642,38584278.720961414,-4244.551162620632,6859.407855929571,-3741.1467963341124,113.0
299,-70443220.96702331,38597792.59289798,-4244.551162620613,6859.407855929526,-3741.1467963340756,114.0
300,-70415159.60673541,38559006.14816425,-4244.551162620649,6859.407855929475,-3741.1467963340815,115.0
301,-70387040.38349774,38563740.65395923,-4244.551162620612,6859.407855929628,-3741.1467963341406,115.0
302,-70357118.77903329,38531622.49763428,-4244.551162620635,6859.407855929561,-3741.146796334098,117.0
303,-70328037.12751323,38522892.49072991,-4244.551162620565,6859.407855929523,-3741.146796334131,117.0
304,-70299721.57044387,38545564.14847907,-4244.55116262066,6859.407855929527,-3741.146796334094,117.0
305,-70271557.71302441,38553161.712034665,-4244.5511626206335,6859.407855929538,-3741.146796334137,117.0
306,-70243019.38012171,38541617.71504051,-4244.551162620637,6859.407855929596,-3741.1467963340747,117.0
307,-70214965.98338477,38537887.608686425,-4244.551162620652,6859.407855929524,-3741.14679633408,117.0
308,-70186781.58224168,38524856.761894554,-4244.551162620729,6859.407855929575,-3741.146796334086,117.0
309,-70158249.55115679,38524203.820083514,-4244.551162620701,6859.407855929579,-3741.1467963341306,117.0
310,-70127366.22966489,38523104.96164891,-4244.55116262069,6859.407855929503,-3741.1467963341074,118.0
311,-70093862.5799236,38515026.39749365,-4244.551162620709,6859.40785592949,-3741.146796334077,118.0
312,-70058265.22801103,38529149.700674824,-4244.551162620657,6859.407855929581,-3741.146796334083,118.0
313,-70020540.48145825,38526603.56142977,-4244.551162620614,6859.407855929503,-3741.1467963340874,118.0
314,-69981983.94408084,38513116.41468145,-4244.551162620567,6859.4078559294285,-3741.146796334117,118.0
315,-69944210.87119432,38518695.15809115,-4244.551162620632,6859.40785592962,-3741.1467963340615,117.0
316,-69906980.74375035,38542462.9387885,-4244.551162620568,6859.407855929539,-3741.1467963340842,117.0
317,-69870405.33575292,38520635.50794655,-4244.5511626206335,6859.407855929557,-3741.146796334075,119.0
318,-69833777.16293916,38483356.30989736,-4244.551162620629,6859.407855929509,-3741.146796334106,121.0
319,-69799556.71312056,38474505.056666486,-4244.551162620424,6859.407855929702,-3741.146796334052,121.0
320,-69767221.64450252,38471816.60530471,-4244.551162620687,6859.407855929464,-3741.14679633407,121.0
321,-69734935.46695459,38449682.06902237,-4244.551162620634,6859.407855929535,-3741.146796334044,121.0
322,-69702536.79180302,38429254.906886816,-4244.551162620697,6859.407855929584,-3741.146796334083,121.0
323,-69668772.61715424,38409948.17903377,-4244.551162620677,6859.407855929492,-3741.1467963340874,121.0
324,-69632716.50040598,38385214.320906766,-4244.551162620754,6859.407855929565,-3741.1467963341,121.0
325,-69596715.91587313,38362191.87903556,-4244.5511626206435,6859.407855929589,-3741.1467963341215,121.0
326,-69560034.56308548,38364376.109044604,-4244.55116262053,6859.407855929594,-3741.146796334124,121.0
327,-69522062.30111134,38416848.914545566,-4244.551162620687,6859.407855929537,-3741.14679633412,121.0
328,-69482963.16351336,38384757.769395396,-4244.551162620633,6859.40785592955,-3741.1467963341397,123.0
329,-69442696.96133594,38366585.2243748,-4244.551162620616,6859.407855929568,-3741.1467963342106,123.0
330,-69402364.57035641,38362808.05431939,-4244.551162620679,6859.40785592963,-3741.146796334137,123.0
331,-69361873.07168606,38337326.394146025,-4244.551162620516,6859.407855929484,-3741.1467963340738,125.0
332,-69320794.43563908,38308416.849323004,-4244.551162620623,6859.407855929577,-3741.146796334044,125.0
333,-69280970.8466888,38319987.950218834,-4244.5511626205625,6859.407855929632,-3741.1467963340806,125.0
334,-69241178.74785127,38251078.86666551,-4244.551162620599,6859.407855929441,-3741.146796334133,127.0
335,-69201914.97606532,38237850.51597892,-4244.5511626206435,6859.4078559295685,-3741.1467963341593,127.0
336,-69164660.5948987,38244843.20077129,-4244.551162620584,6859.407855929406,-3741.146796334022,127.0
337,-69129043.67346038,38209991.86121215,-4244.551162620729,6859.407855929498,-3741.146796334134,129.0
338,-69093535.13385637,38184807.283866934,-4244.551162620671,6859.407855929533,-3741.1467963342475,129.0
339,-69059393.09097548,38176161.166368224,-4244.551162620654,6859.407855929384,-3741.146796334166,129.0
340,-69026605.7777326,38212142.31512691,-4244.551162620647,6859.407855929545,-3741.146796334017,129.0
341,-68993945.28529143,38193663.05851655,-4244.551162620753,6859.407855929637,-3741.1467963340856,129.0
342,-68962943.09653369,38181128.40668738,-4244.551162620675,6859.407855929719,-3741.146796334052,129.0
343,-68933051.58333674,38164250.73893548,-4244.551162620619,6859.407855929652,-3741.146796333917,129.0
344,-68905090.95380625,38151250.91974601,-4244.551162620572,6859.407855929498,-3741.14679633418,129.0
345,-68878642.64493532,38138442.681528576,-4244.551162620612,6859.407855929503,-3741.146796334208,129.0
346,-68852370.27320653,38130950.24715538,-4244.551162620552,6859.407855929555,-3741.1467963338996,129.0
347,-68827887.04353201,38120215.87713064,-4244.551162620716,6859.407855929538,-3741.1467963341106,129.0
348,-68804934.26345545,38135449.68358127,-4244.551162620565,6859.407855929462,-3741.1467963341065,129.0
349,-68782450.28304404,38134107.98830786,-4244.551162620612,6859.407855929717,-3741.1467963339164,129.0
350,-68760494.19171712,38129955.42246369,-4244.551162620622,6859.407855929701,-3741.146796334062,129.0
351,-68740109.09566528,38115612.58417151,-4244.551162620624,6859.407855929652,-3741.146796334102,129.0
352,-68720982.64447056,38107825.48427331,-4244.551162620689,6859.407855929567,-3741.1467963342266,129.0
353,-68702828.24018276,38100640.79973693,-4244.551162620574,6859.40785592953,-3741.1467963341534,129.0
354,-68686144.90072964,38094534.674477674,-4244.5511626206035,6859.4078559295685,-3741.146796334131,129.0
355,-68668989.12794055,38100391.66362448,-4244.551162620682,6859.407855929457,-3741.1467963339855,129.0
356,-68651498.63586833,38119328.831805155,-4244.551162620664,6859.407855929698,-3741.1467963340424,129.0
357,-68631716.85753267,38114475.68325794,-4244.551162620599,6859.407855929537,-3741.146796333943,129.0
358,-68609644.53256117,38115225.12655566,-4244.55116262062,6859.407855929481,-3741.146796334211,129.0
359,-68584924.92463623,38101024.20526538,-4244.5511626206135,6859.407855929432,-3741.1467963341706,129.0
360,-68558257.30754648,38098369.07757821,-4244.551162620658,6859.407855929526,-3741.146796334094,129.0
361,-68529213.63264696,38129774.441791594,-4244.551162620641,6859.407855929515,-3741.1467963341797,129.0
362,-68499513.65765727,38114147.883552045,-4244.551162620647,6859.4078559296295,-3741.1467963341324,129.0
363,-68468828.54581177,38093050.03336594,-4244.551162620589,6859.4078559295895,-3741.1467963340774,129.0
364,-68439654.94478543,38075699.72700014,-4244.551162620652,6859.407855929557,-3741.146796334119,129.0
365,-68411091.68997376,38058266.78629568,-4244.551162620638,6859.4078559294785,-3741.1467963340338,129.0
366,-68383820.96130104,38051623.86289274,-4244.551162620581,6859.407855929422,-3741.1467963341242,129.0
367,-68355934.69912769,38059311.71490303,-4244.551162620679,6859.407855929638,-3741.1467963341415,129.0
368,-68328998.4539165,38044343.86379214,-4244.551162620682,6859.407855929657,-3741.1467963340724,129.0
369,-68303757.57296912,38036285.63282328,-4244.5511626206435,6859.407855929477,-3741.1467963340424,129.0
370,-68279319.35353936,38024679.75166737,-4244.551162620626,6859.407855929663,-3741.1467963341233,129.0
371,-68256683.01072656,38021416.67569837,-4244.5511626206535,6859.407855929567,-3741.146796334081,129.0
372,-68234773.36580189,38046295.57438326,-4244.551162620636,6859.407855929447,-3741.1467963341647,129.0
373,-68213109.78089313,38044621.89053059,-4244.551162620684,6859.407855929506,-3741.146796334115,129.0
374,-68191777.71749523,38051750.29137538,-4244.551162620614,6859.4078559296,-3741.146796334007,131.0
375,-68168127.49679294,38046112.03607233,-4244.55116262061,6859.407855929591,-3741.1467963340756,132.0
376,-68143893.67093217,38034512.68099211,-4244.551162620627,6859.407855929591,-3741.146796334146,132.0
377,-68119641.72674046,38038694.00521336,-4244.551162620628,6859.407855929486,-3741.14679633403,132.0
378,-68095520.86591618,38038845.402033105,-4244.551162620635,6859.407855929587,-3741.146796334048,133.0
379,-68070867.38952363,38028936.69747508,-4244.551162620626,6859.40785592956,-3741.1467963341074,133.0
380,-68047348.20892836,38019623.8439908,-4244.551162620654,6859.4078559295485,-3741.1467963340883,133.0
381,-68024840.05829398,38023436.07493428,-4244.55116262065,6859.407855929523,-3741.1467963341665,133.0
382,-68002739.97004735,38052672.02158037,-4244.551162620662,6859.407855929467,-3741.14679633402,132.0
383,-67982260.64491029,38049772.26549635,-4244.551162620662,6859.407855929508,-3741.146796334007,132.0
384,-67961620.00122759,38043251.3346493,-4244.551162620642,6859.407855929639,-3741.1467963341943,132.0
385,-67943630.2924602,38033308.01578835,-4244.5511626206835,6859.407855929544,-3741.146796334081,132.0
386,-67928315.41889897,38038692.97074266,-4244.551162620598,6859.407855929491,-3741.1467963341197,132.0
387,-67916000.99532747,38063967.46614124,-4244.551162620595,6859.407855929549,-3741.146796334116,132.0
388,-67906905.64686935,38072711.99609352,-4244.5511626206335,6859.407855929565,-3741.1467963341406,132.0
389,-67901036.87193432,38082126.203990884,-4244.551162620783,6859.4078559296195,-3741.1467963341106,132.0
390,-67897085.46187837,38089969.826103576,-4244.551162620714,6859.40785592956,-3741.146796334179,132.0
391,-67895909.15248932,38101262.99816561,-4244.551162620695,6859.407855929471,-3741.1467963340556,132.0
392,-67896630.05152483,38109718.966911055,-4244.551162620632,6859.407855929545,-3741.1467963341224,132.0
393,-67899271.319107,38116618.037006296,-4244.551162620682,6859.407855929581,-3741.1467963340533,132.0
394,-67902353.32929404,38125740.75862967,-4244.551162620629,6859.407855929605,-3741.146796334069,134.0
395,-67901533.30339319,38139070.25685751,-4244.551162620625,6859.407855929494,-3741.1467963340065,134.0
396,-67899894.45336477,38157209.797874905,-4244.551162620692,6859.407855929602,-3741.1467963341643,134.0
397,-67897099.42554939,38181076.869078696,-4244.551162620571,6859.407855929589,-3741.1467963340756,134.0
398,-67892330.36989556,38191895.80779173,-4244.551162620641,6859.407855929537,-3741.146796334071,135.0
399,-67884751.80693212,38191025.776845194,-4244.551162620702,6859.407855929483,-3741.146796334165,135.0
400,-67874135.58103311,38194790.41958501,-4244.551162620611,6859.407855929514,-3741.1467963340324,135.0
